tube_assembly_id,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10
TA-00344,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-00345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00347,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-00348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00356,SP-0007,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-00357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00360,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00361,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00372,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-00373,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00374,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00375,SP-0007,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-00376,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00377,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00378,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-00379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00381,SP-0007,SP-0024,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-00382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00398,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00399,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00400,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00401,SP-0013,SP-0063,NA,NA,NA,NA,NA,NA,NA,NA
TA-00402,SP-0013,SP-0063,NA,NA,NA,NA,NA,NA,NA,NA
TA-00403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00404,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00407,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-00408,SP-0007,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00411,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00412,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00413,SP-0007,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-00414,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00415,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00416,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00417,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00418,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00419,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00420,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00421,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00422,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00423,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00424,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00425,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00426,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00427,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00428,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00429,SP-0057,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00430,SP-0004,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00431,SP-0007,SP-0012,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00434,SP-0058,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00435,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00436,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00437,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00438,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00442,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00443,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00444,SP-0012,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA,NA
TA-00445,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00447,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00448,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00449,SP-0063,SP-0069,NA,NA,NA,NA,NA,NA,NA,NA
TA-00450,SP-0058,SP-0070,NA,NA,NA,NA,NA,NA,NA,NA
TA-00451,SP-0058,SP-0070,NA,NA,NA,NA,NA,NA,NA,NA
TA-00452,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00453,SP-0012,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA
TA-00454,SP-0004,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00455,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA
TA-00456,SP-0012,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA,NA
TA-00457,SP-0012,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA,NA
TA-00458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00465,SP-0004,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00466,SP-0004,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00468,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00473,SP-0004,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00476,SP-0012,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA,NA
TA-00477,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA
TA-00478,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00479,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00480,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00481,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00482,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00483,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00484,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00485,SP-0007,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00486,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00487,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00489,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00491,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00493,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00494,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00496,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00497,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00499,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00501,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00502,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00503,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00504,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00505,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00506,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00507,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00508,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00510,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00517,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00518,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00519,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00520,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00521,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00522,SP-0004,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-00523,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00524,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00530,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00531,SP-0007,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00532,SP-0007,SP-0007,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00533,SP-0007,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00534,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00536,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00542,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00545,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00547,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00548,SP-0007,SP-0024,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00549,SP-0058,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00551,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00552,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00554,SP-0007,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-00555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00558,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00562,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00563,SP-0058,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00565,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00567,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00571,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00573,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00574,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00575,SP-0007,SP-0012,SP-0024,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-00576,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00577,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00578,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00579,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00580,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00581,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00582,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00583,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00584,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00585,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00588,SP-0007,SP-0024,SP-0026,SP-0076,SP-0080,SP-0082,NA,NA,NA,NA
TA-00589,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00590,SP-0004,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00596,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00597,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00598,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00599,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00600,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00601,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00602,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00603,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00605,SP-0004,SP-0016,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00607,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00608,SP-0012,SP-0024,SP-0026,SP-0061,SP-0080,NA,NA,NA,NA,NA
TA-00609,SP-0013,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00612,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00615,SP-0007,SP-0058,SP-0072,SP-0080,NA,NA,NA,NA,NA,NA
TA-00616,SP-0009,SP-0016,SP-0018,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA
TA-00617,SP-0009,SP-0016,SP-0018,SP-0058,SP-0070,NA,NA,NA,NA,NA
TA-00618,SP-0009,SP-0016,SP-0018,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA
TA-00619,SP-0004,SP-0005,SP-0016,SP-0070,SP-0080,NA,NA,NA,NA,NA
TA-00620,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00621,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00622,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00623,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00624,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00625,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00626,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-00627,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00628,SP-0012,SP-0024,SP-0026,SP-0029,SP-0082,NA,NA,NA,NA,NA
TA-00629,SP-0007,SP-0024,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA,NA
TA-00630,SP-0012,SP-0024,SP-0026,SP-0029,SP-0080,SP-0082,NA,NA,NA,NA
TA-00631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00634,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-00635,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-00636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00637,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00638,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00639,SP-0024,SP-0026,SP-0080,SP-0088,NA,NA,NA,NA,NA,NA
TA-00640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00641,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00644,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00645,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-00646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00651,SP-0004,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-00652,SP-0004,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00653,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-00654,SP-0063,SP-0069,NA,NA,NA,NA,NA,NA,NA,NA
TA-00655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00657,SP-0012,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00664,SP-0063,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00665,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00666,SP-0063,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-00667,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-00668,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
