tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
TA-00267,SP-0028,63.5,1.65,88,3,101.6,N,N,N,Y,EF-017,EF-017,0,0,0
TA-00268,SP-0028,41.28,1.65,38,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-00269,SP-0028,34.92,1.65,25,1,63.5,N,N,N,N,EF-003,NONE,0,0,0
TA-00270,SP-0029,15.88,1.65,95,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00271,SP-0029,15.88,1.65,71,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00272,SP-0028,6.35,0.89,88,2,19,Y,Y,Y,Y,EF-003,EF-003,0,0,0
TA-00273,SP-0029,12.7,1.65,86,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00274,SP-0029,12.7,1.65,96,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00275,SP-0028,12.7,0.89,27,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00276,SP-0035,6.35,0.89,111,1,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00277,SP-0028,34.92,1.65,56,2,63.5,N,N,N,N,EF-003,NONE,0,0,1
TA-00278,SP-0028,9.52,0.89,59,2,127,N,N,N,N,NONE,NONE,0,0,0
TA-00279,SP-0029,9.52,0.89,40,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00280,SP-0028,63.5,1.65,102,3,127,Y,Y,N,Y,EF-017,EF-023,0,0,0
TA-00281,SP-0029,19.05,1.65,187,5,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00282,SP-0035,15.88,1.65,88,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-00283,SP-0035,9.52,0.89,62,10,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00284,SP-0035,6.35,0.89,62,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00285,SP-0029,19.05,1.65,106,4,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00286,SP-0029,22.22,1.65,200,6,50.8,N,N,N,N,NONE,NONE,0,0,0
TA-00287,SP-0029,19.05,1.65,57,2,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00288,SP-0029,19.05,1.65,76,4,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00289,SP-0029,19.05,1.65,38,3,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00290,SP-0029,19.05,1.65,50,2,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00291,SP-0029,19.05,1.65,75,4,38.1,N,N,N,Y,NONE,NONE,0,0,0
TA-00292,SP-0029,9.52,0.89,70,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00293,SP-0029,9.52,0.89,73,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00294,SP-0029,9.52,0.89,82,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00295,SP-0029,9.52,0.89,56,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00296,SP-0029,9.52,0.89,60,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00297,SP-0029,9.52,0.89,16,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00298,SP-0029,9.52,0.89,23,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00299,SP-0029,9.52,0.89,34,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00300,SP-0028,34.92,1.65,12,1,76.2,N,Y,N,Y,EF-003,EF-017,0,0,0
TA-00301,SP-0029,19.05,2.11,57,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00302,SP-0029,19.05,2.11,56,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00303,SP-0035,15.88,1.65,115,8,38.1,N,N,N,N,EF-018,EF-003,0,0,0
TA-00304,SP-0029,101.6,1.65,41,1,203.2,N,Y,N,Y,EF-017,EF-017,0,0,0
TA-00305,SP-0028,34.92,1.65,123,5,63.5,N,N,N,N,NONE,NONE,0,0,0
TA-00306,SP-0028,25.4,1.65,32,3,50.8,N,N,N,Y,EF-018,EF-009,0,0,0
TA-00307,SP-0028,76.2,1.65,47,1,114.3,N,N,Y,Y,EF-017,EF-017,0,0,0
TA-00308,SP-0029,19.05,1.65,65,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00309,SP-0028,25.4,1.65,43,3,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-00310,SP-0029,9.52,1.24,48,2,32,Y,Y,Y,Y,NONE,EF-003,0,0,0
TA-00311,SP-0019,6.35,0.71,55,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-00312,SP-0029,9.52,0.89,18,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00313,SP-0029,9.52,0.89,36,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00314,SP-0029,9.52,0.89,102,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00315,SP-0029,9.52,0.89,106,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00316,SP-0035,6.35,0.89,95,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00317,SP-0029,12.7,1.24,56,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00318,SP-0029,12.7,1.24,55,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00319,SP-0029,9.52,0.89,40,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00320,SP-0029,22.22,2.11,75,2,38.1,N,N,N,N,EF-003,EF-003,0,0,1
TA-00321,SP-0029,22.22,2.11,75,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00322,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0
TA-00323,SP-0029,9.52,1.24,114,4,32,Y,Y,Y,Y,EF-003,EF-003,0,0,0
TA-00324,SP-0035,6.35,0.89,127,9,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00325,SP-0035,6.35,0.89,129,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00326,SP-0035,6.35,0.89,149,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00327,SP-0035,15.88,1.65,144,8,38.1,N,N,N,N,EF-018,EF-003,0,0,0
TA-00328,SP-0035,25.4,1.65,208,7,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00329,SP-0035,12.7,1.24,91,4,38.1,N,N,N,N,EF-018,EF-003,0,0,0
TA-00330,SP-0028,9.52,0.89,90,3,127,N,N,N,N,NONE,NONE,0,0,0
TA-00331,SP-0028,34.92,1.65,78,2,63.5,N,Y,N,Y,NONE,NONE,0,0,0
TA-00332,SP-0028,34.92,1.65,101,3,63.5,N,N,N,N,NONE,NONE,0,0,0
TA-00333,SP-0029,25.4,3.05,136,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00334,SP-0029,12.7,1.24,28,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00335,SP-0029,12.7,1.24,79,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00336,SP-0029,12.7,1.24,34,1,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00337,SP-0029,9.52,1.24,105,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00338,SP-0029,9.52,1.24,58,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00339,SP-0029,12.7,1.24,48,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00340,SP-0035,15.88,1.24,78,6,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00341,SP-0035,9.52,0.89,30,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00342,SP-0035,6.35,0.89,90,6,12.7,N,N,N,N,EF-018,EF-018,0,0,0
TA-00343,SP-0046,27.2,3.2,223,4,70,N,N,N,N,EF-021,EF-021,0,0,0
TA-00344,SP-0046,27.2,3.2,219,4,70,N,N,N,N,EF-021,EF-021,0,0,0
TA-00345,SP-0046,21.7,2.8,10,0,0,N,N,N,N,EF-021,EF-021,0,0,0
TA-00346,SP-0046,21.7,2.8,25,0,0,N,N,N,N,EF-021,EF-021,0,0,0
TA-00347,SP-0046,27.2,3.2,495,5,70,N,N,N,N,EF-021,EF-021,0,0,0
TA-00348,SP-0029,25.4,1.65,126,5,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00349,SP-0029,25.4,2.41,101,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00350,SP-0029,31.75,1.65,114,4,76.2,N,N,N,N,EF-003,EF-003,1,0,0
TA-00351,SP-0029,19.05,1.65,256,4,50.8,N,N,N,N,EF-003,EF-017,0,0,0
TA-00352,SP-0029,9.52,1.65,52,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00353,SP-0029,9.52,1.65,51,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00354,SP-0035,15.88,1.65,91,3,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00355,SP-0035,19.05,1.65,143,2,50.8,N,N,N,N,EF-018,EF-003,0,0,0
TA-00356,SP-0035,15.88,1.65,169,6,50.8,N,N,N,N,EF-018,EF-003,0,0,0
TA-00357,SP-0035,15.88,1.65,195,5,31.75,N,N,N,N,EF-018,EF-003,0,0,0
TA-00358,SP-0035,15.88,1.65,211,7,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00359,SP-0029,12.7,1.24,102,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00360,SP-0029,12.7,1.24,133,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00361,SP-0029,12.7,1.24,93,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00362,SP-0029,12.7,1.24,185,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00363,SP-0029,12.7,1.24,183,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00364,SP-0029,9.52,0.89,176,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00365,SP-0029,9.52,0.89,175,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-00366,SP-0029,12.7,1.24,138,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00367,SP-0028,9.52,0.89,134,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00368,SP-0028,9.52,0.89,45,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00369,SP-0029,9.52,1.24,30,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00370,SP-0035,6.35,0.89,91,7,12.7,N,N,N,N,EF-018,EF-018,0,0,0
TA-00371,SP-0035,6.35,0.89,164,11,12.7,N,N,N,N,EF-018,EF-018,0,0,0
TA-00372,SP-0029,25.4,3.05,159,0,0,N,N,N,N,EF-023,EF-023,0,0,0
TA-00373,SP-0028,76.2,1.65,41,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-00374,SP-0028,25.4,1.65,53,3,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
TA-00375,SP-0035,12.7,1.24,69,4,38.1,N,N,N,N,EF-018,EF-003,0,0,0
TA-00376,SP-0028,25.4,1.65,58,3,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
TA-00377,SP-0028,25.4,1.65,26,2,63.5,N,N,N,Y,EF-009,EF-003,0,0,0
TA-00378,SP-0029,25.4,3.05,35,2,50.8,N,N,N,N,EF-023,EF-023,0,0,1
TA-00379,SP-0029,12.7,1.24,148,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00380,SP-0029,12.7,1.24,148,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00381,SP-0029,25.4,2.41,43,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00382,SP-0029,31.75,1.65,43,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00383,SP-0029,15.88,1.65,30,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00384,SP-0029,25.4,2.41,16,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-00385,SP-0029,31.75,1.65,16,0,0,N,N,N,N,EF-003,EF-002,0,0,0
TA-00386,SP-0028,6.35,0.89,26,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00387,SP-0029,9.52,1.24,135,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00388,SP-0019,4.76,0.71,51,6,12.7,N,N,N,N,EF-008,EF-008,0,0,0
TA-00389,SP-0019,4.76,0.71,80,7,12.7,N,N,N,N,EF-008,EF-008,0,0,0
TA-00390,SP-0046,66.7,7.9,310,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00391,SP-0046,66.7,7.9,393,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00392,SP-0046,66.7,7.9,174,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00393,SP-0046,66.7,7.9,188,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00394,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0
TA-00395,SP-0029,25.4,2.41,100,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00396,SP-0029,12.7,1.24,204,10,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00397,SP-0029,12.7,1.24,188,10,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00398,SP-0035,15.88,0.89,72,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00399,SP-0035,15.88,0.89,72,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00400,SP-0035,15.88,0.89,47,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-00401,SP-0019,9.52,0.71,81,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-00402,SP-0019,9.52,0.71,45,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-00403,SP-0019,3.18,0.71,142,0,0,Y,Y,Y,Y,NONE,NONE,0,0,0
TA-00404,SP-0028,63.5,1.65,75,2,101.6,N,N,N,Y,EF-009,EF-009,0,0,0
TA-00405,SP-0039,7.94,0.71,149,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-00406,SP-0029,50.8,2.11,106,2,101.6,N,N,N,N,NONE,NONE,0,0,0
TA-00407,SP-0029,25.4,3.05,120,0,0,N,N,N,N,EF-023,EF-023,0,0,0
TA-00408,SP-0028,6.35,0.89,24,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00409,SP-0035,9.52,0.89,71,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00410,SP-0035,6.35,0.89,20,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00411,SP-0035,15.88,1.65,147,10,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00412,SP-0035,15.88,1.65,103,8,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00413,SP-0035,12.7,1.24,52,2,38.1,N,N,N,N,EF-018,EF-003,0,0,0
TA-00414,SP-0035,15.88,1.65,159,10,31.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00415,SP-0028,63.5,1.65,160,5,101.6,N,Y,N,N,EF-009,EF-009,0,0,0
TA-00416,SP-0029,19.05,1.65,158,4,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00417,SP-0029,19.05,1.65,81,1,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00418,SP-0041,6.35,2.26,96,14,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00419,SP-0041,6.35,2.26,96,12,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00420,SP-0041,6.35,2.26,96,13,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00421,SP-0041,6.35,2.26,96,14,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00422,SP-0041,6.35,2.26,96,10,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00423,SP-0041,6.35,2.26,96,9,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00424,SP-0041,6.35,2.26,96,11,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00425,SP-0041,6.35,2.26,96,10,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00426,SP-0041,6.35,2.26,96,8,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00427,SP-0041,6.35,2.26,96,9,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00428,SP-0041,6.35,2.26,96,11,19.05,N,N,N,N,EF-015,EF-015,0,0,0
TA-00429,SP-0041,6.35,2.26,96,9,19.05,N,N,N,N,NONE,NONE,0,0,0
TA-00430,SP-0029,12.7,1.65,122,1,114.3,N,N,N,N,NONE,NONE,0,1,1
TA-00431,SP-0029,101.6,1.65,101,1,152.4,N,N,N,N,EF-003,EF-017,0,0,0
TA-00432,SP-0046,66.7,7.9,146,2,177.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00433,SP-0046,66.7,7.9,146,2,177.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00434,SP-0035,25.4,1.65,45,2,63.5,N,N,N,N,EF-009,EF-018,0,0,0
TA-00435,SP-0035,15.88,1.65,46,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00436,SP-0035,25.4,1.65,12,0,0,N,N,N,N,EF-018,EF-018,0,0,0
TA-00437,SP-0029,19.05,1.65,150,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00438,SP-0029,19.05,1.65,157,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00439,SP-0029,19.05,1.65,42,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00440,SP-0029,25.4,2.41,129,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00441,SP-0029,25.4,2.41,113,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00442,SP-0029,15.88,1.65,120,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00443,SP-0029,25.4,2.41,49,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-00444,SP-0029,44.45,1.65,155,5,76.2,N,N,N,N,EF-012,EF-017,0,0,0
TA-00445,SP-0029,25.4,1.24,124,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00446,SP-0035,15.88,1.65,89,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00447,SP-0035,15.88,1.65,81,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00448,SP-0035,15.88,1.65,85,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00449,SP-0035,15.88,1.65,49,0,0,N,N,N,N,EF-018,EF-018,0,0,0
TA-00450,SP-0028,25.4,1.65,77,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-00451,SP-0028,25.4,1.65,76,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-00452,SP-0035,15.88,1.65,91,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00453,SP-0019,6.35,0.71,58,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-00454,SP-0028,76.2,1.65,82,1,76.2,Y,Y,N,N,EF-017,EF-017,1,0,0
TA-00455,SP-0029,25.4,1.65,102,6,50.8,Y,Y,N,N,EF-012,EF-017,0,0,0
TA-00456,SP-0029,44.45,1.65,37,1,101.6,N,N,N,N,EF-012,EF-017,0,0,0
TA-00457,SP-0029,57.15,1.65,106,3,127,N,N,N,N,EF-012,EF-017,0,0,0
TA-00458,SP-0029,25.4,1.65,27,1,63.5,N,N,N,N,EF-003,EF-017,0,0,0
TA-00459,SP-0029,25.4,1.65,48,1,63.5,N,N,N,N,EF-003,EF-017,0,0,0
TA-00460,SP-0029,25.4,1.65,30,1,63.5,N,N,N,N,EF-017,EF-003,0,0,0
TA-00461,SP-0029,25.4,1.65,40,2,63.5,N,N,N,N,EF-017,EF-003,0,0,0
TA-00462,SP-0029,25.4,1.65,52,2,63.5,N,Y,N,N,EF-017,EF-017,0,0,0
TA-00463,SP-0029,25.4,1.65,190,6,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-00464,SP-0029,25.4,1.65,218,7,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-00465,SP-0035,63.5,1.65,134,5,88.9,N,Y,N,N,EF-009,EF-009,0,0,0
TA-00466,SP-0035,63.5,1.65,142,5,88.9,N,N,N,N,EF-009,EF-009,0,0,0
TA-00467,SP-0035,9.52,1.24,42,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00468,SP-0035,9.52,1.24,33,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00469,SP-0028,50.8,1.65,130,4,152.4,N,N,Y,Y,NONE,NONE,0,0,0
TA-00470,SP-0028,6.35,0.89,135,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00471,SP-0029,9.52,0.89,54,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00472,SP-0029,9.52,0.89,29,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00473,SP-0028,57.15,1.65,52,1,127,N,N,N,N,EF-017,EF-017,1,0,0
TA-00474,SP-0028,6.35,0.89,94,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00475,SP-0028,6.35,0.89,269,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00476,SP-0029,25.4,1.65,107,6,50.8,N,N,N,N,EF-012,EF-017,0,0,0
TA-00477,SP-0029,57.15,1.65,32,1,127,Y,Y,N,Y,EF-012,EF-017,0,0,0
TA-00478,SP-0029,25.4,2.41,106,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00479,SP-0029,12.7,1.24,16,1,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00480,SP-0029,12.7,1.24,76,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00481,SP-0029,19.05,2.11,50,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-00482,SP-0035,6.35,0.89,40,3,19.05,N,N,N,N,EF-003,EF-017,0,0,0
TA-00483,SP-0035,6.35,0.89,34,3,19.05,N,N,N,N,EF-003,EF-017,0,0,0
TA-00484,SP-0028,25.4,1.65,20,2,38.1,N,Y,N,Y,EF-003,EF-009,0,0,0
TA-00485,SP-0028,12.7,0.89,39,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00486,SP-0028,63.5,1.65,236,4,101.6,N,N,N,N,EF-009,EF-009,0,0,0
TA-00487,SP-0035,15.88,1.65,137,10,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00488,SP-0029,15.88,1.65,142,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00489,SP-0029,15.88,1.65,104,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00490,SP-0029,15.88,1.65,152,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00491,SP-0029,15.88,1.65,139,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00492,SP-0029,15.88,1.65,221,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00493,SP-0029,15.88,1.65,185,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00494,SP-0029,15.88,1.65,214,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00495,SP-0029,15.88,1.65,201,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00496,SP-0029,15.88,1.65,193,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00497,SP-0029,15.88,1.65,193,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00498,SP-0029,15.88,1.65,43,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00499,SP-0029,15.88,1.65,77,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00500,SP-0029,15.88,1.65,43,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00501,SP-0035,15.88,1.65,107,6,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00502,SP-0035,15.88,1.65,77,7,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00503,SP-0035,15.88,1.65,172,6,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00504,SP-0035,15.88,1.65,122,5,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-00505,SP-0035,12.7,1.65,69,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00506,SP-0035,12.7,1.65,69,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-00507,SP-0035,63.5,1.65,150,4,88.9,Y,Y,N,N,EF-009,EF-009,0,0,0
TA-00508,SP-0029,9.52,0.89,153,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00509,SP-0029,9.52,0.89,151,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00510,SP-0029,19.05,1.24,129,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00511,SP-0029,12.7,1.24,34,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-00512,SP-0029,15.88,1.65,77,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00513,SP-0029,15.88,1.65,62,2,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00514,SP-0029,15.88,1.65,79,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00515,SP-0029,15.88,1.65,63,2,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-00516,SP-0029,15.88,1.65,74,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-00517,SP-0029,19.05,1.65,129,6,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00518,SP-0029,19.05,1.65,238,9,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00519,SP-0029,22.22,1.65,179,8,50.8,N,N,N,N,NONE,NONE,0,0,0
TA-00520,SP-0029,19.05,1.65,66,3,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00521,SP-0029,22.22,1.65,110,5,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-00522,SP-0029,88.9,1.65,82,2,101.6,Y,Y,Y,Y,EF-023,EF-023,0,0,0
TA-00523,SP-0029,9.52,1.24,150,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00524,SP-0029,9.52,1.24,92,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00525,SP-0029,9.52,1.24,66,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00526,SP-0029,9.52,1.24,71,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-00527,SP-0035,9.52,0.89,26,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00528,SP-0035,9.52,0.89,22,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-00529,SP-0035,12.7,1.65,197,8,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-00530,SP-0028,25.4,1.65,82,2,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-00531,SP-0035,12.7,1.65,74,5,25.4,N,N,N,N,EF-003,EF-018,0,0,0
TA-00532,SP-0028,25.4,1.65,29,1,63.5,N,N,N,N,EF-003,EF-015,0,0,0
TA-00533,SP-0035,12.7,1.65,89,6,25.4,N,N,N,N,EF-003,EF-018,0,0,0
TA-00534,SP-0028,25.4,1.65,49,2,101.6,N,N,N,N,EF-009,EF-003,0,0,0
