id,log_feature,volume
9720,feature 76,13
9720,feature 198,16
9720,feature 193,2
9720,feature 71,2
5184,feature 137,1
5184,feature 201,1
5184,feature 2,1
5184,feature 80,2
11581,feature 201,4
11581,feature 80,7
6327,feature 80,1
6327,feature 201,1
16645,feature 80,2
16645,feature 201,2
1704,feature 71,2
1704,feature 201,18
1704,feature 80,9
1704,feature 193,1
4279,feature 80,7
4279,feature 201,5
12527,feature 71,4
12527,feature 201,5
12527,feature 193,3
12527,feature 80,9
47,feature 193,4
47,feature 71,2
47,feature 80,3
5617,feature 80,6
5617,feature 201,2
8530,feature 201,2
8530,feature 80,5
11653,feature 80,4
13920,feature 80,18
3191,feature 80,10
3191,feature 201,7
6439,feature 76,1
6439,feature 80,6
6439,feature 198,2
6439,feature 201,5
15350,feature 76,1
5512,feature 198,2
5512,feature 76,1
16346,feature 201,1
16346,feature 80,2
12308,feature 80,2
12308,feature 201,1
12308,feature 71,2
14668,feature 71,1
16441,feature 71,1
16562,feature 193,1
16562,feature 71,2
9919,feature 80,5
9919,feature 201,4
12731,feature 201,2
12731,feature 71,3
12731,feature 193,2
12731,feature 80,5
17525,feature 80,11
17525,feature 201,6
2829,feature 80,3
2829,feature 201,3
13065,feature 201,6
13065,feature 80,10
13888,feature 80,1
2067,feature 80,6
17949,feature 80,1
886,feature 71,2
886,feature 193,4
18120,feature 71,1
18120,feature 80,1
17434,feature 76,1
17434,feature 71,1
4884,feature 201,1
4884,feature 80,4
7017,feature 201,2
7017,feature 80,3
18407,feature 80,2
18407,feature 201,1
17867,feature 201,1
17867,feature 193,2
17867,feature 80,3
17867,feature 71,2
17134,feature 80,3
14131,feature 201,17
14131,feature 80,13
6517,feature 201,3
6517,feature 80,4
10666,feature 193,5
10666,feature 71,2
10666,feature 80,3
10666,feature 201,4
14592,feature 193,1
14592,feature 71,2
8759,feature 193,2
8759,feature 71,2
7878,feature 193,5
7878,feature 68,1
7878,feature 80,3
13792,feature 80,1
17833,feature 201,3
17833,feature 80,3
17833,feature 71,1
14360,feature 80,1
14360,feature 201,1
4591,feature 68,7
16142,feature 80,1
16142,feature 68,4
628,feature 68,4
893,feature 82,30
893,feature 203,19
893,feature 56,4
893,feature 172,6
11341,feature 82,17
11341,feature 203,5
6581,feature 80,6
6581,feature 82,12
13606,feature 82,25
13606,feature 203,7
10407,feature 203,7
10407,feature 82,14
17931,feature 82,12
17931,feature 203,10
6564,feature 82,20
6564,feature 203,9
9848,feature 82,40
9848,feature 203,4
9598,feature 201,1
9598,feature 82,10
9598,feature 203,4
12282,feature 80,2
15099,feature 68,1
11207,feature 203,1
11207,feature 80,6
11207,feature 82,37
11207,feature 201,2
6160,feature 82,12
6160,feature 203,4
12569,feature 82,6
12569,feature 201,2
12569,feature 80,1
12569,feature 203,2
10492,feature 203,3
10492,feature 82,10
1126,feature 172,1
1126,feature 82,4
1126,feature 201,2
1126,feature 56,2
1126,feature 203,2
1126,feature 80,1
3684,feature 203,2
3684,feature 74,17
3684,feature 201,7
3684,feature 82,4
3684,feature 80,8
3684,feature 196,17
11968,feature 196,18
11968,feature 74,18
11968,feature 80,1
11968,feature 203,2
11968,feature 82,6
11968,feature 201,1
9372,feature 196,22
9372,feature 203,2
9372,feature 82,2
9372,feature 80,4
9372,feature 201,6
9372,feature 74,22
1477,feature 80,2
1477,feature 201,1
1477,feature 203,6
1477,feature 82,12
14661,feature 68,1
14997,feature 82,2
14997,feature 201,3
14997,feature 80,6
2322,feature 196,1
2322,feature 82,26
2322,feature 203,22
2322,feature 74,1
7354,feature 68,1
7354,feature 203,6
7354,feature 201,7
7354,feature 82,8
7354,feature 80,11
11981,feature 80,6
11981,feature 82,6
11981,feature 203,1
7279,feature 74,1
7279,feature 196,1
7279,feature 203,18
7279,feature 82,20
386,feature 203,16
386,feature 74,1
386,feature 196,1
386,feature 82,52
386,feature 80,2
7835,feature 82,24
7835,feature 201,4
7835,feature 203,9
7835,feature 80,3
12590,feature 203,15
12590,feature 82,48
4092,feature 82,12
4092,feature 203,7
4092,feature 80,2
14100,feature 201,2
14100,feature 82,27
14100,feature 80,2
14100,feature 203,20
9722,feature 82,1
12495,feature 82,4
12227,feature 203,9
12227,feature 82,16
5693,feature 80,2
5693,feature 203,4
5693,feature 82,35
13688,feature 203,1
13688,feature 82,10
17825,feature 82,3
11878,feature 203,3
11878,feature 82,4
13552,feature 201,1
13552,feature 82,4
13552,feature 203,3
13552,feature 80,5
10520,feature 203,10
10520,feature 82,43
10137,feature 203,5
10137,feature 80,24
10137,feature 82,11
10137,feature 201,2
855,feature 80,9
855,feature 203,24
855,feature 201,13
855,feature 82,28
17557,feature 82,15
17557,feature 203,7
3667,feature 82,66
3667,feature 203,30
11352,feature 219,1
11352,feature 203,4
11352,feature 82,4
11352,feature 134,1
13408,feature 201,6
13408,feature 80,15
13408,feature 82,11
13408,feature 203,7
5178,feature 203,2
5178,feature 82,6
7372,feature 139,1
7372,feature 201,38
7372,feature 43,1
7372,feature 8,4
7372,feature 2,1
7372,feature 68,14
7372,feature 82,8
7372,feature 158,1
7372,feature 141,4
7372,feature 137,1
7372,feature 80,24
7372,feature 5,1
7372,feature 203,5
5784,feature 203,33
5784,feature 8,2
5784,feature 141,2
5784,feature 68,13
5784,feature 139,1
5784,feature 201,15
5784,feature 80,2
5784,feature 82,64
4047,feature 80,2
4047,feature 82,8
4047,feature 203,6
11367,feature 82,2
17801,feature 203,2
17801,feature 82,2
460,feature 203,5
460,feature 82,18
12790,feature 80,1
12790,feature 82,24
12790,feature 203,1
12790,feature 201,1
2999,feature 82,23
2999,feature 203,2
5476,feature 82,10
5476,feature 203,11
17540,feature 82,2
17540,feature 172,1
17540,feature 201,1
8880,feature 201,1
8880,feature 80,1
8880,feature 203,5
8880,feature 82,8
13391,feature 203,10
13391,feature 82,33
12112,feature 82,6
10676,feature 80,1
10676,feature 82,18
10676,feature 203,5
11133,feature 82,12
11133,feature 203,3
1508,feature 82,67
1508,feature 203,4
375,feature 201,20
375,feature 74,7
375,feature 82,76
375,feature 80,15
375,feature 196,6
12473,feature 82,21
12473,feature 80,4
12473,feature 203,18
12473,feature 68,2
3692,feature 82,10
3692,feature 203,4
14557,feature 196,1
14557,feature 82,4
14557,feature 203,3
14557,feature 74,1
17724,feature 196,2
17724,feature 74,2
17724,feature 82,1
8673,feature 82,4
8673,feature 203,2
18253,feature 82,16
18253,feature 203,1
595,feature 203,1
595,feature 82,60
6565,feature 82,4
6565,feature 203,4
17749,feature 203,3
17749,feature 82,6
10783,feature 82,8
2216,feature 82,30
15716,feature 203,27
15716,feature 80,2
15716,feature 82,28
18116,feature 80,5
18116,feature 74,1
18116,feature 196,1
18116,feature 82,2
10572,feature 82,28
10572,feature 80,1
8234,feature 203,1
8234,feature 82,5
11189,feature 203,6
11189,feature 82,13
11189,feature 74,1
11189,feature 196,1
11895,feature 80,10
11895,feature 201,1
11895,feature 82,6
4658,feature 74,6
4658,feature 196,8
4674,feature 82,122
4674,feature 203,15
2991,feature 203,4
2991,feature 201,2
2991,feature 82,12
2991,feature 80,10
6747,feature 80,2
3052,feature 203,7
3052,feature 82,19
6990,feature 82,5
5439,feature 82,6
5439,feature 201,2
13612,feature 203,8
13612,feature 80,10
13612,feature 82,51
13612,feature 201,1
8173,feature 203,7
8173,feature 82,8
6902,feature 203,4
6902,feature 82,11
18176,feature 203,1
18176,feature 82,18
18176,feature 201,1
18176,feature 80,1
11790,feature 82,12
11790,feature 80,4
11790,feature 74,1
15693,feature 74,1
15693,feature 82,4
5320,feature 82,64
5320,feature 203,9
5320,feature 201,1
5320,feature 80,1
3877,feature 82,36
3877,feature 203,26
13361,feature 203,2
13361,feature 80,4
13361,feature 74,3
13361,feature 196,2
13361,feature 82,12
15072,feature 203,2
15072,feature 82,5
9280,feature 82,7
9280,feature 203,4
3789,feature 82,43
3789,feature 203,38
14664,feature 82,2
14664,feature 74,12
14647,feature 80,1
14647,feature 201,1
9980,feature 80,5
9980,feature 203,3
9980,feature 82,26
1382,feature 203,5
1382,feature 82,6
16456,feature 82,16
16456,feature 203,8
13078,feature 203,10
13078,feature 82,24
7360,feature 203,6
7360,feature 82,14
1493,feature 82,5
1493,feature 203,2
1493,feature 80,2
5731,feature 80,3
5731,feature 82,2
10329,feature 196,9
10329,feature 80,1
10329,feature 74,9
267,feature 203,2
267,feature 82,18
14087,feature 80,8
14087,feature 203,4
14087,feature 82,12
13440,feature 203,4
13440,feature 82,8
13440,feature 196,1
11758,feature 82,8
11758,feature 203,4
14439,feature 74,1
8355,feature 82,14
8355,feature 203,2
11357,feature 82,34
11357,feature 203,32
17017,feature 82,12
17017,feature 203,8
5304,feature 203,2
5304,feature 82,8
10803,feature 82,10
17568,feature 80,1
17568,feature 203,2
17568,feature 82,4
4620,feature 80,5
4620,feature 82,8
4620,feature 201,1
4620,feature 203,2
12275,feature 82,12
12275,feature 203,1
7146,feature 203,25
7146,feature 82,36
7146,feature 80,1
11896,feature 203,6
11896,feature 201,2
11896,feature 80,2
11896,feature 82,9
10403,feature 82,6
10403,feature 203,4
45,feature 203,6
45,feature 82,6
9928,feature 203,22
9928,feature 82,72
2091,feature 203,2
2091,feature 82,60
12939,feature 80,1
12939,feature 203,1
12939,feature 82,11
16012,feature 80,8
16012,feature 2,1
16012,feature 201,6
16012,feature 203,2
16012,feature 137,1
16012,feature 82,2
1368,feature 82,72
1368,feature 203,36
10790,feature 203,2
10790,feature 82,74
9911,feature 203,1
9911,feature 82,8
14907,feature 82,66
14907,feature 203,54
6638,feature 201,1
6638,feature 80,2
6638,feature 82,34
10857,feature 82,22
10857,feature 80,10
10857,feature 203,7
10857,feature 201,1
4470,feature 196,1
4470,feature 203,22
4470,feature 82,29
4470,feature 74,1
15434,feature 82,17
15434,feature 203,5
15434,feature 74,1
15434,feature 80,2
15434,feature 196,1
7667,feature 203,3
7667,feature 82,14
3327,feature 80,4
3327,feature 201,2
12278,feature 82,28
6267,feature 203,6
6267,feature 82,8
17581,feature 82,10
17581,feature 80,4
17581,feature 203,9
8269,feature 201,3
8269,feature 82,15
8269,feature 80,14
7055,feature 230,10
7055,feature 228,9
7055,feature 313,1
7055,feature 227,2
7055,feature 308,8
7055,feature 310,10
7055,feature 312,4
7055,feature 232,2
7055,feature 307,2
7055,feature 315,1
7055,feature 233,1
14032,feature 235,52
14032,feature 310,6
14032,feature 228,6
14032,feature 308,7
14032,feature 230,6
14032,feature 315,53
13543,feature 234,1
13543,feature 310,14
13543,feature 315,6
13543,feature 314,1
13543,feature 228,14
13543,feature 308,14
13543,feature 230,14
13543,feature 235,7
13341,feature 308,6
13341,feature 228,6
13341,feature 310,6
13341,feature 230,6
17440,feature 308,3
17440,feature 228,4
17440,feature 230,6
17440,feature 310,5
17440,feature 312,1
17440,feature 232,1
6379,feature 230,14
6379,feature 310,14
6379,feature 228,8
6379,feature 232,3
6379,feature 308,8
6379,feature 312,3
7864,feature 308,19
7864,feature 232,1
7864,feature 310,25
7864,feature 234,2
7864,feature 230,26
7864,feature 312,1
7864,feature 228,19
7864,feature 314,2
10047,feature 230,1
10047,feature 310,1
10047,feature 301,1
10047,feature 308,1
10047,feature 134,1
10047,feature 219,1
10047,feature 228,1
6837,feature 230,26
6837,feature 310,23
6837,feature 228,15
6837,feature 235,1
6837,feature 308,14
6837,feature 233,1
8007,feature 310,32
8007,feature 228,17
8007,feature 308,17
8007,feature 230,31
6931,feature 232,1
6931,feature 312,1
6931,feature 230,18
6931,feature 308,11
6931,feature 228,10
6931,feature 315,1
6931,feature 313,1
6931,feature 310,19
5846,feature 310,1
5846,feature 308,1
5846,feature 313,1
5846,feature 235,1
5846,feature 233,1
5846,feature 315,1
5846,feature 230,1
5846,feature 228,1
11038,feature 234,1
11038,feature 232,3
11038,feature 312,3
11038,feature 313,5
11038,feature 233,5
11038,feature 235,2
11038,feature 229,1
11038,feature 309,1
11038,feature 310,2
11038,feature 315,2
11038,feature 228,2
11038,feature 307,2
11038,feature 227,2
11038,feature 314,1
11038,feature 230,2
11038,feature 308,2
10687,feature 232,3
10687,feature 230,2
10687,feature 312,3
10687,feature 308,3
10687,feature 228,3
10687,feature 229,1
10687,feature 310,2
10687,feature 309,1
7866,feature 310,2
7866,feature 232,2
7866,feature 230,2
7866,feature 308,2
7866,feature 312,2
7866,feature 233,1
7866,feature 228,2
7866,feature 235,1
3881,feature 235,88
3881,feature 230,5
3881,feature 313,1
3881,feature 228,5
3881,feature 315,94
3881,feature 310,5
3881,feature 233,1
3881,feature 308,5
12143,feature 310,3
12143,feature 235,172
12143,feature 315,183
12143,feature 232,1
12143,feature 312,1
12143,feature 230,3
12143,feature 228,3
12143,feature 308,3
3066,feature 315,12
3066,feature 235,12
6689,feature 230,5
6689,feature 233,1
6689,feature 232,3
6689,feature 308,5
6689,feature 315,16
6689,feature 313,1
6689,feature 312,4
6689,feature 229,1
6689,feature 228,5
6689,feature 310,5
6689,feature 309,1
6689,feature 235,17
6387,feature 313,1
6387,feature 230,1
6387,feature 310,1
6387,feature 228,1
6387,feature 315,1
6387,feature 308,1
11651,feature 227,1
11651,feature 312,1
11651,feature 232,1
11651,feature 307,1
3864,feature 232,1
3864,feature 307,1
3864,feature 312,1
9441,feature 228,5
9441,feature 313,1
9441,feature 308,5
9441,feature 234,1
9441,feature 314,1
9441,feature 235,1
9441,feature 233,1
9441,feature 310,5
9441,feature 230,5
9441,feature 315,1
15640,feature 310,3
15640,feature 235,1
15640,feature 315,1
15640,feature 312,2
15640,feature 230,3
15640,feature 228,3
15640,feature 308,3
15640,feature 232,2
15640,feature 233,1
15640,feature 313,1
13801,feature 308,3
13801,feature 235,1
13801,feature 230,4
13801,feature 312,2
13801,feature 232,1
13801,feature 228,4
13801,feature 233,1
13801,feature 310,3
12836,feature 309,2
12836,feature 315,1
12836,feature 229,1
12836,feature 308,17
12836,feature 233,1
12836,feature 314,2
12836,feature 230,14
12836,feature 310,15
12836,feature 228,17
12836,feature 313,1
12836,feature 235,1
12836,feature 234,1
10058,feature 310,20
10058,feature 228,24
10058,feature 308,23
10058,feature 230,22
14839,feature 234,1
14839,feature 309,1
14839,feature 229,1
14839,feature 228,4
14839,feature 314,1
14839,feature 308,4
14839,feature 310,3
14839,feature 230,3
14839,feature 232,4
14839,feature 227,1
14839,feature 307,1
14839,feature 233,2
14839,feature 312,4
14839,feature 313,2
1810,feature 308,1
1810,feature 312,4
1810,feature 229,1
1810,feature 235,1
1810,feature 309,1
1810,feature 232,4
1810,feature 228,1
1810,feature 313,2
1810,feature 233,2
1810,feature 234,1
1810,feature 310,1
1810,feature 315,1
1810,feature 314,1
1810,feature 230,1
15538,feature 230,1
4217,feature 308,1
4217,feature 230,1
4217,feature 227,2
4217,feature 232,2
4217,feature 315,1
4217,feature 310,1
4217,feature 228,1
6838,feature 308,1
6838,feature 310,1
6838,feature 232,3
6838,feature 312,3
8619,feature 230,1
8619,feature 308,1
8619,feature 315,1
8619,feature 235,1
8619,feature 228,1
8619,feature 310,1
5714,feature 228,3
5714,feature 233,1
5714,feature 235,1
5714,feature 232,14
5714,feature 230,3
5714,feature 312,14
5714,feature 227,14
5714,feature 313,1
5714,feature 310,3
5714,feature 307,14
5714,feature 308,3
5714,feature 315,1
7137,feature 228,4
7137,feature 227,1
7137,feature 230,4
7137,feature 310,4
7137,feature 232,4
7137,feature 312,5
7137,feature 307,1
7137,feature 308,4
10001,feature 233,1
10001,feature 310,1
10001,feature 312,2
10001,feature 309,1
10001,feature 228,1
10001,feature 308,1
10001,feature 235,1
10001,feature 230,1
10001,feature 229,1
10001,feature 232,2
5785,feature 233,1
5785,feature 315,1
5785,feature 308,15
5785,feature 310,9
5785,feature 235,1
5785,feature 230,10
5785,feature 228,16
5785,feature 313,1
2162,feature 228,1
2162,feature 229,1
2162,feature 308,1
2162,feature 230,1
2162,feature 309,1
2162,feature 310,1
17358,feature 228,2
17358,feature 313,1
17358,feature 315,1
17358,feature 230,2
17358,feature 310,3
17358,feature 308,3
13837,feature 309,1
13837,feature 312,2
13837,feature 232,2
13837,feature 310,2
13837,feature 308,2
13837,feature 228,2
13837,feature 230,2
13837,feature 229,1
17034,feature 234,1
17034,feature 230,3
17034,feature 232,2
17034,feature 315,1
17034,feature 228,3
17034,feature 313,1
17034,feature 310,3
17034,feature 308,3
17034,feature 235,1
17034,feature 312,2
17034,feature 314,1
17034,feature 233,1
1933,feature 233,1
1933,feature 228,1
1933,feature 310,1
1933,feature 308,1
1933,feature 232,2
1933,feature 230,1
1933,feature 307,1
1933,feature 235,1
1933,feature 312,3
12182,feature 227,1
12182,feature 232,1
18421,feature 312,2
18421,feature 309,1
18421,feature 307,1
18421,feature 233,1
18421,feature 230,1
18421,feature 232,1
18421,feature 228,1
18421,feature 235,1
12104,feature 310,1
12104,feature 312,1
12104,feature 308,1
12104,feature 313,1
12104,feature 315,1
12104,feature 232,1
3431,feature 310,9
3431,feature 233,1
3431,feature 314,1
3431,feature 234,1
3431,feature 228,13
3431,feature 312,2
3431,feature 308,13
3431,feature 230,9
3431,feature 232,2
3431,feature 235,1
2437,feature 314,2
2437,feature 313,3
2437,feature 229,2
2437,feature 308,1
2437,feature 312,7
2437,feature 230,1
2437,feature 232,7
2437,feature 307,2
2437,feature 309,2
2437,feature 315,1
2437,feature 228,1
2437,feature 227,2
2437,feature 310,1
2437,feature 234,1
2437,feature 233,1
17751,feature 230,1
17751,feature 310,1
17751,feature 228,1
17751,feature 308,1
3429,feature 308,1
3429,feature 235,1
3429,feature 312,1
3429,feature 310,1
3429,feature 230,2
3429,feature 134,1
3429,feature 228,2
3429,feature 301,2
3429,feature 219,2
3429,feature 233,1
11150,feature 315,1
11150,feature 313,3
11150,feature 312,2
11150,feature 307,2
11150,feature 310,1
11150,feature 308,1
11150,feature 232,2
7952,feature 134,1
7952,feature 219,1
7952,feature 301,1
10593,feature 315,2
10593,feature 235,2
10593,feature 230,1
10593,feature 313,1
10593,feature 309,1
10593,feature 308,1
10593,feature 228,1
10593,feature 314,1
10593,feature 307,1
10593,feature 229,1
10593,feature 233,1
10593,feature 232,4
10593,feature 310,1
10593,feature 312,3
516,feature 312,12
516,feature 232,10
17647,feature 227,1
17647,feature 312,9
17647,feature 232,7
17647,feature 315,1
17647,feature 307,1
10956,feature 315,1
10956,feature 233,1
10956,feature 313,1
10956,feature 235,1
10956,feature 307,1
10956,feature 312,1
10956,feature 232,1
2550,feature 313,1
2550,feature 227,2
2550,feature 235,1
2550,feature 315,1
2550,feature 312,1
2550,feature 232,3
2550,feature 233,1
