id,location,fault_severity
8166,location 599,2
1295,location 607,0
11457,location 837,1
470,location 648,0
11397,location 1086,2
1110,location 1042,2
7051,location 484,0
16515,location 846,0
18182,location 506,0
6808,location 653,1
2537,location 661,1
13181,location 488,0
154,location 257,1
8383,location 700,1
2564,location 406,1
12445,location 2,1
8728,location 243,0
8009,location 611,0
16608,location 845,0
313,location 902,0
14350,location 239,0
9820,location 931,0
14210,location 491,0
6644,location 1030,1
15347,location 962,2
9230,location 584,0
12757,location 814,0
7552,location 793,0
14018,location 962,2
8102,location 643,0
10319,location 1007,0
15910,location 475,0
3183,location 856,2
7033,location 684,0
16615,location 236,1
11200,location 229,1
4706,location 1052,0
4623,location 1008,1
10025,location 414,0
7296,location 734,2
1614,location 226,1
5647,location 995,0
2021,location 1072,0
6651,location 834,0
14219,location 489,0
10852,location 373,0
6727,location 995,1
6282,location 445,0
5727,location 119,0
16114,location 325,1
1216,location 7,0
1993,location 963,0
1776,location 798,1
12052,location 817,0
17750,location 805,0
9115,location 91,0
1006,location 603,0
2214,location 1008,1
17971,location 38,0
12235,location 962,1
9562,location 487,0
14486,location 480,0
3860,location 1116,0
6303,location 477,0
13434,location 465,0
7229,location 292,0
6661,location 32,0
12412,location 244,0
1904,location 892,0
14066,location 488,0
886,location 1018,0
769,location 893,0
1553,location 1010,0
8228,location 756,1
15713,location 477,0
432,location 255,0
14084,location 501,0
6781,location 57,1
3723,location 994,0
12389,location 1015,0
8892,location 97,1
16074,location 653,2
10444,location 230,0
107,location 118,1
12252,location 242,0
10767,location 97,0
5977,location 1017,1
10850,location 825,1
12053,location 881,1
15677,location 229,0
2096,location 135,0
2656,location 102,0
4439,location 475,0
12868,location 151,0
10438,location 208,1
15725,location 118,0
11192,location 885,1
3682,location 714,1
13795,location 834,0
14106,location 852,0
16809,location 1008,1
9725,location 244,0
9977,location 480,0
12174,location 133,0
10713,location 742,0
2759,location 1094,0
12719,location 169,0
10130,location 492,0
16746,location 498,0
13234,location 153,0
6893,location 206,0
12700,location 825,1
10537,location 664,0
10796,location 705,2
6498,location 155,0
8359,location 1017,0
5524,location 897,2
13842,location 536,1
17698,location 466,0
1965,location 664,0
13388,location 721,1
13233,location 477,0
6243,location 846,0
16754,location 845,0
16224,location 13,0
1266,location 246,1
1914,location 135,0
14062,location 518,0
1877,location 837,0
7502,location 1107,1
17773,location 845,2
561,location 641,0
4651,location 1026,0
12799,location 533,0
9901,location 707,0
11191,location 126,0
10690,location 126,0
5243,location 984,0
18170,location 734,2
1544,location 865,1
14761,location 149,0
6021,location 692,1
12710,location 1086,2
544,location 974,1
17015,location 292,0
7019,location 736,0
2608,location 1095,0
8623,location 944,0
2848,location 465,0
17596,location 506,0
7104,location 369,0
5624,location 13,2
9976,location 826,1
14493,location 925,0
5410,location 948,0
11752,location 505,0
8505,location 829,0
13526,location 909,1
14471,location 463,0
1424,location 414,0
17871,location 521,0
9254,location 476,0
14866,location 126,0
13568,location 805,0
15264,location 881,1
2965,location 344,1
15316,location 613,0
17592,location 809,0
2581,location 198,0
12613,location 757,0
17327,location 258,1
3989,location 380,0
16082,location 73,0
2164,location 691,1
918,location 271,0
8242,location 962,2
7953,location 976,0
6208,location 1007,0
2007,location 355,1
15166,location 957,1
2434,location 810,2
8948,location 344,0
10583,location 638,2
4094,location 995,1
7022,location 644,0
1343,location 128,0
5827,location 7,0
3689,location 758,1
18130,location 905,0
8154,location 600,2
10971,location 600,0
15126,location 468,0
17748,location 1063,0
14468,location 155,0
6899,location 754,0
7485,location 380,0
11116,location 1056,1
6753,location 91,0
3561,location 208,1
16140,location 1097,0
13149,location 1126,0
12193,location 159,0
7169,location 643,1
5440,location 472,0
8932,location 336,0
618,location 495,0
12137,location 763,1
11082,location 798,2
16101,location 9,0
1265,location 519,0
4216,location 1075,2
387,location 957,0
8155,location 500,0
9407,location 653,1
6071,location 292,1
6217,location 476,0
15887,location 493,0
11402,location 457,0
1538,location 1079,1
14401,location 468,0
12269,location 627,1
13610,location 276,0
999,location 704,1
12293,location 147,0
10944,location 704,2
12695,location 839,0
8210,location 767,1
17037,location 1100,2
12363,location 1086,1
9178,location 911,1
15798,location 584,0
13056,location 837,0
9603,location 1042,1
859,location 402,1
13073,location 463,0
2497,location 925,1
12337,location 977,1
12037,location 151,1
3753,location 471,0
11028,location 546,1
16530,location 1058,1
1916,location 91,0
1196,location 627,0
5203,location 468,0
14719,location 400,0
4293,location 1107,1
9497,location 242,0
15342,location 459,0
2639,location 17,1
4549,location 921,1
14303,location 830,1
11187,location 619,1
15605,location 356,0
5908,location 1095,1
6752,location 919,0
16417,location 884,1
14794,location 119,0
4943,location 470,0
10481,location 638,2
15167,location 244,0
2707,location 793,0
17291,location 481,0
15754,location 225,0
13801,location 102,0
7245,location 803,0
18493,location 700,0
17673,location 718,0
10958,location 1079,0
6487,location 942,1
7336,location 1104,1
2920,location 763,1
1861,location 627,1
9970,location 844,1
2490,location 167,1
15770,location 946,0
15918,location 283,0
17005,location 60,1
4799,location 126,0
2200,location 476,0
16895,location 9,0
3572,location 683,0
8190,location 1107,2
1670,location 793,0
2613,location 126,0
17145,location 400,0
15370,location 1117,0
5767,location 494,0
3948,location 481,0
8555,location 9,0
14146,location 676,0
14968,location 149,0
8709,location 793,0
12433,location 353,1
2917,location 1103,2
5357,location 282,0
14270,location 493,0
9667,location 473,0
16290,location 773,0
8468,location 981,1
14256,location 39,0
9991,location 484,0
10596,location 374,0
17551,location 815,1
6773,location 177,1
6722,location 465,0
18100,location 793,0
15092,location 814,0
18046,location 475,0
4422,location 814,0
91,location 984,1
8565,location 466,0
11466,location 825,1
15366,location 380,0
13914,location 619,0
14467,location 1031,0
662,location 244,0
6053,location 928,1
3460,location 242,0
9378,location 1042,2
7367,location 962,1
14803,location 208,0
18080,location 122,0
3371,location 882,0
9147,location 834,0
871,location 386,1
7838,location 584,0
2644,location 613,1
8220,location 845,1
16007,location 896,0
10655,location 568,1
7698,location 794,0
5630,location 380,0
4280,location 460,1
3260,location 95,1
14556,location 318,0
16549,location 943,1
16056,location 100,0
3428,location 472,0
7747,location 393,1
15013,location 821,0
14431,location 894,1
13645,location 921,0
12982,location 74,1
2635,location 16,0
1976,location 460,0
12560,location 155,0
952,location 13,0
13377,location 242,0
16889,location 723,1
12132,location 157,0
3531,location 691,0
13722,location 756,1
10542,location 760,1
17866,location 128,0
4401,location 802,1
6089,location 846,2
10224,location 13,0
3229,location 984,0
9956,location 477,0
7635,location 925,0
8090,location 946,0
10696,location 1014,1
17475,location 856,1
16897,location 244,0
6957,location 1063,0
928,location 836,0
14430,location 135,0
14271,location 895,1
2134,location 915,1
4883,location 415,1
14166,location 1033,0
9215,location 909,0
11633,location 139,1
687,location 638,2
5401,location 1107,2
9121,location 627,1
18358,location 73,1
8783,location 898,0
1729,location 462,0
5317,location 518,0
10902,location 1008,0
16304,location 704,2
14286,location 849,0
16051,location 1061,2
13500,location 520,0
6408,location 495,0
7198,location 794,1
12079,location 668,2
13621,location 895,0
6709,location 684,1
9689,location 126,0
9251,location 335,1
12909,location 84,1
10183,location 814,0
14041,location 714,0
8287,location 320,1
7999,location 885,0
7085,location 760,0
17738,location 705,0
7345,location 465,0
1809,location 291,0
4622,location 816,0
12975,location 471,0
1433,location 270,0
13118,location 290,1
265,location 831,0
6914,location 1,0
9489,location 644,0
11235,location 530,1
3028,location 488,0
1064,location 976,2
14287,location 870,0
16990,location 894,2
8229,location 891,0
6782,location 296,1
714,location 9,0
7292,location 653,0
9098,location 709,0
1887,location 326,1
5844,location 763,0
4930,location 91,0
8333,location 798,2
5711,location 808,0
11654,location 607,1
10138,location 485,0
17411,location 557,0
17193,location 1048,0
2382,location 856,1
12202,location 810,1
1829,location 240,0
8196,location 373,0
12108,location 1086,0
6731,location 494,0
5957,location 135,0
18147,location 809,0
4542,location 242,0
2208,location 1086,2
7495,location 118,0
1077,location 318,0
3003,location 943,1
139,location 474,0
5733,location 798,0
7412,location 480,0
13755,location 834,0
17071,location 1014,0
15410,location 816,0
8531,location 508,0
12010,location 405,1
17569,location 793,0
5835,location 938,1
1603,location 737,0
3894,location 1052,0
15176,location 1100,2
7561,location 33,0
13273,location 1010,1
7155,location 989,1
14336,location 1106,1
1225,location 1033,1
6798,location 638,2
13838,location 1007,0
16301,location 380,0
10522,location 378,0
9350,location 1111,1
14288,location 125,0
8496,location 460,1
7976,location 144,1
6691,location 644,1
13046,location 845,1
17991,location 430,0
8063,location 944,1
14890,location 760,0
7432,location 1061,2
2348,location 615,0
4736,location 244,0
5098,location 902,0
4357,location 891,0
1367,location 808,0
9480,location 989,2
16087,location 141,0
14487,location 763,0
2488,location 133,0
2233,location 839,1
5418,location 538,1
5950,location 984,1
11295,location 643,1
853,location 159,0
17202,location 1054,0
13421,location 413,0
2250,location 1,0
555,location 834,0
15294,location 600,0
9632,location 1112,2
2224,location 1099,1
9909,location 389,0
9730,location 1100,1
9617,location 91,0
16268,location 837,1
12532,location 915,2
3832,location 519,0
1971,location 79,1
7978,location 1025,0
15634,location 471,0
360,location 834,2
4965,location 476,0
5823,location 460,1
6720,location 878,0
11430,location 135,0
15572,location 691,1
5933,location 878,0
16579,location 535,0
6723,location 500,0
9797,location 891,0
17372,location 127,0
8052,location 704,2
2983,location 676,1
3973,location 470,0
15719,location 126,0
11065,location 810,1
2166,location 707,0
5049,location 846,0
14381,location 652,0
12230,location 166,0
18230,location 931,0
13836,location 107,1
11474,location 533,0
17135,location 1044,0
5184,location 1018,1
17301,location 895,1
10590,location 475,0
14040,location 135,0
5527,location 742,0
69,location 875,1
1284,location 600,0
15406,location 157,0
14294,location 133,0
15367,location 962,1
504,location 798,0
13828,location 812,0
5307,location 520,0
16911,location 882,0
14064,location 380,0
6551,location 810,1
17519,location 662,0
18021,location 878,0
12418,location 864,1
10663,location 89,0
7027,location 963,0
3896,location 1095,0
14304,location 495,0
1485,location 702,0
3018,location 891,0
8413,location 493,0
15975,location 311,1
1416,location 325,0
9114,location 829,0
3272,location 406,1
12988,location 1024,0
12017,location 995,0
1349,location 1007,0
18442,location 902,1
15548,location 765,0
8658,location 459,0
9404,location 627,1
18122,location 384,0
3996,location 405,0
9463,location 118,0
5696,location 657,0
9236,location 845,2
9366,location 976,1
10826,location 735,0
15014,location 457,0
5671,location 831,0
11396,location 218,1
17561,location 477,0
9313,location 100,0
14155,location 149,0
14700,location 962,0
10876,location 344,1
6699,location 639,0
5502,location 479,0
13573,location 925,0
13685,location 892,1
8599,location 1026,1
8475,location 238,1
6019,location 21,1
17293,location 95,0
17774,location 894,0
17473,location 477,0
4454,location 734,1
8844,location 373,0
7682,location 923,0
6604,location 877,1
15103,location 206,0
1079,location 135,1
10261,location 979,0
5159,location 268,0
17666,location 494,0
1967,location 203,0
13378,location 1107,2
13571,location 794,0
5806,location 1063,0
4248,location 53,1
15658,location 478,0
10745,location 469,0
4959,location 607,0
13346,location 102,1
8767,location 508,0
16171,location 830,1
9271,location 1066,1
14039,location 839,0
8397,location 475,0
14127,location 821,1
3081,location 724,1
6638,location 1019,0
2566,location 793,0
7305,location 734,2
6776,location 652,1
10302,location 282,1
14130,location 532,1
16779,location 744,1
11180,location 181,0
6153,location 734,2
17795,location 187,1
1979,location 244,0
1908,location 653,0
10296,location 680,1
9330,location 810,2
8281,location 793,0
11510,location 957,1
18180,location 892,1
1111,location 915,1
13865,location 989,0
1915,location 794,0
12170,location 894,1
8672,location 494,0
15276,location 2,1
12357,location 476,0
10584,location 849,0
9625,location 490,0
5370,location 1015,1
15737,location 388,0
10748,location 853,0
13556,location 95,1
14962,location 499,0
8022,location 826,1
1909,location 846,2
11269,location 130,0
14931,location 962,1
2753,location 489,0
11038,location 102,0
10664,location 821,2
17165,location 734,2
424,location 476,0
3055,location 803,0
10800,location 892,1
14529,location 242,0
3267,location 1107,1
18525,location 810,2
5920,location 400,0
6533,location 1056,1
4974,location 12,0
15522,location 1048,1
752,location 821,1
55,location 471,0
6262,location 1052,1
13204,location 895,2
3297,location 280,0
15144,location 821,2
3971,location 1094,2
12463,location 9,0
14629,location 468,0
4792,location 664,0
13620,location 942,1
11990,location 87,2
11563,location 471,0
5181,location 700,1
4061,location 1052,1
4051,location 653,0
2334,location 476,0
7906,location 122,0
5261,location 485,0
6973,location 939,0
3407,location 1109,0
15105,location 691,1
11174,location 821,0
10461,location 702,1
9110,location 467,0
15838,location 445,0
2628,location 498,0
2461,location 496,0
8027,location 169,0
5750,location 653,1
5974,location 189,0
13691,location 845,2
4952,location 505,0
8337,location 825,1
240,location 892,1
5701,location 1075,2
2471,location 989,1
13932,location 734,0
13092,location 836,0
634,location 808,0
9016,location 1008,0
12598,location 159,0
2253,location 478,0
16572,location 613,0
3600,location 521,0
17593,location 470,0
12699,location 91,0
5762,location 292,0
9143,location 345,0
6456,location 707,0
6616,location 909,1
17626,location 181,0
13455,location 155,1
17277,location 989,1
8277,location 1008,0
17246,location 465,0
2077,location 518,0
16014,location 242,0
8770,location 1107,2
6872,location 1097,0
15181,location 73,2
9783,location 443,1
3911,location 471,0
16909,location 609,0
8521,location 472,0
10330,location 1097,1
17542,location 878,1
1792,location 255,0
11807,location 756,0
12806,location 962,2
18141,location 734,0
4019,location 684,2
7915,location 244,0
3944,location 793,0
1546,location 936,0
3698,location 1091,1
7264,location 779,2
15492,location 1107,1
7379,location 500,0
15056,location 293,0
16430,location 1054,0
15225,location 755,0
16885,location 467,0
8498,location 122,0
6560,location 810,1
3781,location 223,1
11138,location 1100,2
9340,location 627,1
7383,location 1109,1
16198,location 963,0
13936,location 851,0
7476,location 1031,1
7793,location 324,1
5931,location 562,2
7039,location 2,0
3932,location 490,0
12030,location 707,0
3462,location 653,1
10960,location 885,1
7883,location 989,1
9440,location 976,1
7610,location 653,1
8055,location 481,1
5439,location 1019,1
3659,location 1060,0
11244,location 570,1
6483,location 896,0
17532,location 161,0
9324,location 891,0
7126,location 821,2
6334,location 692,0
4702,location 181,0
10505,location 378,0
17815,location 892,1
18387,location 690,0
10230,location 477,0
13498,location 648,0
12522,location 1052,0
1813,location 607,0
14199,location 401,0
11229,location 358,0
2954,location 802,0
1112,location 794,0
16869,location 938,1
3493,location 821,2
9741,location 263,1
502,location 290,0
5500,location 477,0
6977,location 600,2
1618,location 12,0
5868,location 498,0
2113,location 460,1
15888,location 126,0
903,location 846,1
11731,location 342,0
683,location 735,0
14458,location 823,0
11463,location 494,0
16287,location 653,2
17322,location 949,1
13856,location 798,0
14224,location 869,1
4600,location 613,2
6552,location 816,0
13609,location 476,0
1832,location 755,0
4647,location 173,0
3226,location 479,0
10012,location 826,1
1542,location 457,0
11132,location 1050,0
2290,location 1052,2
93,location 1086,0
5074,location 1007,0
4635,location 161,1
1626,location 520,0
11087,location 823,1
15085,location 1008,2
1795,location 805,0
9538,location 607,2
13737,location 518,0
14446,location 126,0
18104,location 118,0
15843,location 734,1
10952,location 414,0
12853,location 584,1
3067,location 763,0
3504,location 995,2
12705,location 249,1
16569,location 1091,0
1527,location 16,0
7030,location 609,0
15503,location 1060,0
2387,location 118,0
6649,location 976,0
9017,location 459,0
1003,location 244,0
6780,location 609,0
8640,location 133,0
972,location 2,0
16126,location 600,0
7712,location 126,0
15544,location 684,2
13109,location 342,1
10126,location 242,0
9125,location 793,0
18233,location 278,1
17620,location 1107,0
7049,location 1008,0
13661,location 653,1
1436,location 468,0
2183,location 7,1
5547,location 793,0
9738,location 87,1
7113,location 546,0
15700,location 509,0
15733,location 1100,1
4021,location 1052,0
878,location 999,0
11695,location 244,1
15412,location 845,1
1972,location 922,1
64,location 921,0
2897,location 878,0
2708,location 311,0
12865,location 478,0
14741,location 649,0
15514,location 430,0
9361,location 1066,1
17629,location 155,1
15650,location 133,0
18543,location 998,1
4605,location 7,0
15922,location 831,1
968,location 255,0
12815,location 921,1
12879,location 1100,2
8265,location 319,0
6388,location 1052,0
15753,location 921,0
8616,location 1026,0
16349,location 1107,2
4596,location 700,0
17616,location 793,0
2675,location 249,1
16526,location 644,0
5285,location 1086,2
15968,location 760,0
12645,location 734,2
7341,location 945,0
13288,location 193,0
2416,location 358,0
11833,location 1000,0
8960,location 122,0
12314,location 844,2
11231,location 1006,0
7246,location 497,0
3266,location 707,0
14273,location 135,0
6925,location 497,0
10708,location 925,0
14518,location 445,0
24,location 367,0
3624,location 495,0
8897,location 102,0
5932,location 995,1
16705,location 154,0
5945,location 466,0
14410,location 734,0
11591,location 149,1
7560,location 495,0
8872,location 564,1
17854,location 794,0
9314,location 976,1
3497,location 673,0
3787,location 128,0
5859,location 476,0
4619,location 1081,1
3532,location 915,0
12383,location 601,2
13005,location 1042,0
11006,location 707,0
11650,location 763,2
3653,location 244,0
11598,location 344,0
14485,location 479,0
18033,location 288,0
4289,location 325,0
18258,location 810,2
17125,location 1089,1
3849,location 141,1
8012,location 618,0
1556,location 735,0
10163,location 846,0
15701,location 509,0
9915,location 476,0
358,location 1104,1
11280,location 837,1
17063,location 382,0
2829,location 1018,1
16241,location 460,1
13416,location 623,0
13834,location 149,0
1341,location 859,0
6969,location 507,0
10434,location 892,0
17876,location 898,1
5369,location 506,0
18175,location 17,0
16369,location 905,0
14198,location 962,2
6509,location 126,0
18004,location 1008,0
13878,location 145,0
17418,location 471,0
17262,location 899,0
15622,location 1075,1
11054,location 805,0
2019,location 945,0
15545,location 738,0
6785,location 126,1
13879,location 704,1
6601,location 814,0
9238,location 488,0
2299,location 382,0
1490,location 344,0
18085,location 476,0
14218,location 950,1
17705,location 885,0
2674,location 116,0
17578,location 704,1
9311,location 699,0
13265,location 465,0
3330,location 1042,0
9204,location 481,0
4018,location 135,0
9981,location 1037,0
13905,location 126,0
10476,location 810,0
8136,location 149,0
12034,location 707,0
4029,location 1008,0
3249,location 839,2
15196,location 177,0
11228,location 255,0
7086,location 506,0
16913,location 707,0
1779,location 202,0
14316,location 480,0
5649,location 161,0
13640,location 893,1
15029,location 1055,0
10629,location 234,1
10591,location 834,2
3593,location 465,0
6088,location 690,0
5749,location 714,1
162,location 292,0
8233,location 157,0
3091,location 498,0
5867,location 1063,0
5471,location 921,1
5550,location 313,0
3539,location 661,0
14384,location 834,1
1624,location 989,1
2599,location 1066,0
16695,location 478,0
2520,location 427,0
11893,location 199,0
4513,location 466,0
15698,location 504,0
4864,location 245,0
17407,location 100,0
16555,location 126,0
3582,location 471,0
17639,location 734,2
1050,location 881,0
1046,location 710,0
795,location 723,1
5009,location 601,0
18299,location 932,0
4459,location 744,1
7562,location 793,0
7880,location 122,0
7332,location 391,0
2891,location 157,0
15339,location 1107,2
161,location 321,0
2539,location 127,0
3730,location 1100,1
3283,location 793,0
6910,location 447,0
14076,location 834,1
9421,location 1021,2
5897,location 835,0
18444,location 373,0
8380,location 628,0
15946,location 895,2
4818,location 348,1
13952,location 734,1
14643,location 501,0
17204,location 831,0
3817,location 276,0
2088,location 844,2
14581,location 793,0
14998,location 995,2
948,location 1038,1
14253,location 653,0
12733,location 329,0
6223,location 837,0
10226,location 798,1
7821,location 845,0
7927,location 914,1
469,location 480,0
9594,location 793,0
12764,location 653,0
1065,location 600,0
18058,location 1008,0
12660,location 947,1
17369,location 632,2
637,location 122,0
14171,location 17,0
6337,location 1107,2
12080,location 135,0
16429,location 1107,2
5468,location 1011,1
1144,location 734,2
2368,location 494,0
18219,location 484,0
8951,location 505,0
2275,location 144,1
10275,location 803,1
11112,location 957,1
10548,location 1107,0
5599,location 1111,1
8087,location 684,2
7827,location 734,0
1867,location 242,0
10837,location 755,0
1397,location 407,0
12126,location 1100,2
14142,location 506,0
17764,location 808,0
12812,location 925,0
17199,location 475,0
15532,location 220,1
7932,location 637,0
12736,location 836,0
2770,location 1100,2
466,location 937,1
5786,location 314,0
3765,location 1010,0
2239,location 638,0
11918,location 276,1
2402,location 760,1
576,location 322,0
7188,location 124,0
9460,location 885,0
16691,location 979,0
5773,location 707,0
17767,location 618,0
16222,location 600,2
10045,location 875,1
813,location 737,0
9123,location 691,0
883,location 1030,0
6044,location 613,0
8891,location 695,0
797,location 126,0
9100,location 629,0
14921,location 610,0
7789,location 889,1
17172,location 899,1
8045,location 465,0
18061,location 821,1
11636,location 989,0
11884,location 97,1
12873,location 476,0
16588,location 1029,0
16742,location 814,0
7830,location 135,0
3061,location 846,2
2671,location 256,0
146,location 505,0
13794,location 678,1
8062,location 102,0
11674,location 812,0
4232,location 1107,2
18528,location 1042,2
6115,location 242,0
8138,location 495,0
10069,location 885,1
17414,location 1008,0
1101,location 465,0
9028,location 1042,2
6224,location 1061,0
4762,location 536,1
623,location 1100,0
11462,location 400,1
3729,location 208,1
6668,location 895,1
16630,location 147,0
4146,location 1026,0
888,location 85,1
5798,location 604,1
3886,location 1087,1
1102,location 600,2
11818,location 845,2
13241,location 814,0
3626,location 798,2
6423,location 151,0
10331,location 899,2
14531,location 161,0
13197,location 124,0
15821,location 893,1
13362,location 878,0
7426,location 501,0
16799,location 159,0
5970,location 806,2
594,location 734,1
6453,location 475,0
15373,location 961,1
14399,location 919,0
5185,location 390,0
18492,location 135,0
8115,location 745,2
11992,location 471,0
3415,location 155,0
16544,location 1052,0
12534,location 378,0
16671,location 95,0
13944,location 79,0
9388,location 298,0
745,location 272,1
1488,location 504,0
11764,location 805,0
17185,location 684,2
339,location 1095,2
6381,location 737,0
13754,location 613,2
2777,location 507,0
13328,location 465,0
1787,location 599,2
1849,location 1,0
6494,location 823,0
15032,location 814,0
15430,location 963,0
3511,location 996,0
14216,location 91,0
2169,location 737,1
3405,location 388,1
5101,location 822,1
5119,location 18,1
13202,location 475,0
11300,location 485,0
15046,location 546,0
9185,location 790,0
17646,location 756,1
12735,location 826,0
9656,location 818,0
10511,location 1008,2
12449,location 946,0
2840,location 193,0
6391,location 128,0
9093,location 766,0
7032,location 300,0
1108,location 345,0
2864,location 755,0
5346,location 229,0
13814,location 810,1
9551,location 825,1
5946,location 561,1
11952,location 495,0
4256,location 504,0
6410,location 919,0
2030,location 925,0
8981,location 643,2
8336,location 902,0
16262,location 504,0
11613,location 478,0
3450,location 444,1
4065,location 238,0
1628,location 224,1
16687,location 1090,1
6813,location 1115,1
10455,location 1075,2
870,location 167,0
18068,location 106,0
14111,location 1086,2
15189,location 7,0
17067,location 885,0
