id,event_type
17706,event_type 11
17705,event_type 11
17704,event_type 35
17704,event_type 34
17703,event_type 32
17703,event_type 11
17703,event_type 32
17703,event_type 11
17702,event_type 11
17702,event_type 11
17701,event_type 11
17700,event_type 11
17700,event_type 15
17699,event_type 11
17698,event_type 35
17698,event_type 34
17697,event_type 11
17697,event_type 11
17696,event_type 11
17695,event_type 54
17695,event_type 15
17694,event_type 15
17694,event_type 11
17693,event_type 11
17692,event_type 14
17692,event_type 11
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17691,event_type 6
17691,event_type 7
17691,event_type 15
17691,event_type 5
17690,event_type 15
17689,event_type 15
17689,event_type 15
17688,event_type 11
17687,event_type 15
17687,event_type 15
17686,event_type 20
17686,event_type 35
17685,event_type 42
17685,event_type 44
17684,event_type 35
17684,event_type 34
17684,event_type 35
17684,event_type 34
17683,event_type 15
17682,event_type 35
17682,event_type 34
17681,event_type 11
17680,event_type 11
17679,event_type 11
17678,event_type 35
17678,event_type 34
17677,event_type 34
17677,event_type 35
17676,event_type 11
17676,event_type 54
17675,event_type 35
17675,event_type 34
17674,event_type 11
17673,event_type 21
17673,event_type 20
17672,event_type 15
17671,event_type 20
17670,event_type 11
17670,event_type 13
17669,event_type 35
17669,event_type 34
17668,event_type 11
17668,event_type 15
17668,event_type 11
17668,event_type 15
17667,event_type 35
17667,event_type 34
17666,event_type 34
17666,event_type 35
17665,event_type 22
17665,event_type 23
17664,event_type 11
17664,event_type 11
17663,event_type 11
17662,event_type 34
17662,event_type 35
17661,event_type 15
17661,event_type 11
17660,event_type 35
17660,event_type 34
17659,event_type 11
17658,event_type 20
17658,event_type 11
17657,event_type 13
17657,event_type 11
17656,event_type 34
17656,event_type 35
17655,event_type 11
17654,event_type 34
17654,event_type 35
17654,event_type 11
17653,event_type 11
17652,event_type 11
17651,event_type 11
17650,event_type 11
17649,event_type 11
17648,event_type 15
17647,event_type 35
17647,event_type 34
17646,event_type 54
17646,event_type 11
17645,event_type 15
17644,event_type 35
17644,event_type 20
17644,event_type 34
17643,event_type 11
17642,event_type 35
17642,event_type 34
17641,event_type 34
17641,event_type 35
17640,event_type 15
17640,event_type 11
17639,event_type 54
17639,event_type 15
17638,event_type 35
17638,event_type 34
17637,event_type 54
17636,event_type 15
17635,event_type 11
17635,event_type 15
17634,event_type 35
17634,event_type 34
17633,event_type 15
17632,event_type 15
17631,event_type 35
17631,event_type 34
17630,event_type 34
17630,event_type 35
17629,event_type 34
17629,event_type 35
17628,event_type 11
17627,event_type 11
17627,event_type 15
17626,event_type 34
17626,event_type 35
17625,event_type 15
17625,event_type 15
17624,event_type 35
17624,event_type 34
17623,event_type 35
17623,event_type 34
17623,event_type 35
17623,event_type 34
17622,event_type 35
17622,event_type 34
17621,event_type 15
17621,event_type 54
17620,event_type 15
17620,event_type 11
17619,event_type 15
17619,event_type 11
17618,event_type 35
17618,event_type 34
17617,event_type 34
17617,event_type 35
17616,event_type 11
17615,event_type 20
17614,event_type 7
17614,event_type 15
17614,event_type 5
17614,event_type 11
17613,event_type 35
17613,event_type 11
17613,event_type 34
17612,event_type 54
17612,event_type 11
17612,event_type 28
17611,event_type 11
17610,event_type 11
17609,event_type 34
17609,event_type 35
17608,event_type 34
17608,event_type 11
17607,event_type 11
17607,event_type 54
17607,event_type 11
17607,event_type 54
17606,event_type 11
17606,event_type 11
17605,event_type 11
17604,event_type 34
17604,event_type 35
17603,event_type 34
17603,event_type 35
17602,event_type 35
17601,event_type 11
17600,event_type 11
17599,event_type 14
17599,event_type 23
17599,event_type 11
17598,event_type 11
17598,event_type 11
17597,event_type 54
17596,event_type 35
17596,event_type 34
17595,event_type 15
17595,event_type 11
17594,event_type 34
17594,event_type 35
17593,event_type 34
17593,event_type 35
17592,event_type 15
17591,event_type 15
17590,event_type 32
17589,event_type 11
17588,event_type 15
17588,event_type 11
17587,event_type 54
17586,event_type 34
17586,event_type 35
17585,event_type 15
17584,event_type 34
17584,event_type 35
17583,event_type 34
17583,event_type 35
17582,event_type 35
17582,event_type 12
17582,event_type 34
17581,event_type 15
17580,event_type 11
17580,event_type 15
17579,event_type 11
17579,event_type 11
17578,event_type 54
17578,event_type 15
17578,event_type 11
17577,event_type 11
17577,event_type 11
17576,event_type 11
17575,event_type 11
17574,event_type 34
17574,event_type 20
17574,event_type 35
17573,event_type 11
17573,event_type 15
17572,event_type 11
17571,event_type 20
17570,event_type 35
17570,event_type 34
17569,event_type 11
17568,event_type 15
17567,event_type 14
17567,event_type 11
17566,event_type 44
17566,event_type 43
17566,event_type 42
17565,event_type 35
17565,event_type 34
17564,event_type 35
17564,event_type 34
17563,event_type 11
17562,event_type 15
17561,event_type 34
17561,event_type 35
17560,event_type 15
17559,event_type 21
17559,event_type 34
17559,event_type 35
17558,event_type 35
17557,event_type 15
17556,event_type 34
17556,event_type 35
17555,event_type 11
17554,event_type 13
17554,event_type 11
17553,event_type 35
17553,event_type 34
17552,event_type 43
17552,event_type 44
17552,event_type 42
17551,event_type 11
17550,event_type 54
17550,event_type 15
17549,event_type 11
17549,event_type 15
17548,event_type 35
17548,event_type 34
17547,event_type 20
17546,event_type 34
17546,event_type 35
17545,event_type 34
17545,event_type 35
17544,event_type 11
17543,event_type 15
17542,event_type 11
17541,event_type 11
17541,event_type 23
17540,event_type 11
17540,event_type 15
17539,event_type 34
17539,event_type 35
17538,event_type 11
17538,event_type 15
17537,event_type 35
17536,event_type 35
17536,event_type 34
17535,event_type 11
17535,event_type 15
17534,event_type 15
17533,event_type 54
17533,event_type 11
17532,event_type 34
17532,event_type 35
17531,event_type 34
17531,event_type 35
17530,event_type 11
17529,event_type 34
17529,event_type 35
17528,event_type 11
17527,event_type 11
17526,event_type 15
17526,event_type 11
17525,event_type 15
17525,event_type 11
17524,event_type 34
17524,event_type 35
17523,event_type 15
17522,event_type 34
17522,event_type 35
17521,event_type 47
17520,event_type 11
17520,event_type 34
17520,event_type 35
17519,event_type 11
17518,event_type 35
17518,event_type 34
17517,event_type 35
17517,event_type 34
17516,event_type 20
17516,event_type 20
17515,event_type 11
17514,event_type 15
17514,event_type 15
17513,event_type 11
17513,event_type 15
17512,event_type 34
17512,event_type 35
17511,event_type 15
17511,event_type 15
17510,event_type 13
17510,event_type 11
17509,event_type 13
17509,event_type 11
17508,event_type 15
17508,event_type 11
17507,event_type 35
17507,event_type 34
17506,event_type 11
17505,event_type 13
17505,event_type 11
17504,event_type 20
17504,event_type 35
17504,event_type 34
17503,event_type 35
17503,event_type 34
17502,event_type 11
17501,event_type 35
17501,event_type 34
17500,event_type 35
17500,event_type 34
17499,event_type 35
17499,event_type 34
17498,event_type 15
17497,event_type 11
17496,event_type 34
17496,event_type 20
17496,event_type 35
17495,event_type 11
17495,event_type 15
17495,event_type 11
17495,event_type 15
17494,event_type 34
17494,event_type 35
17493,event_type 13
17493,event_type 11
17493,event_type 13
17493,event_type 11
17492,event_type 27
17492,event_type 30
17492,event_type 10
17491,event_type 23
17491,event_type 11
17490,event_type 11
17489,event_type 11
17489,event_type 14
17488,event_type 11
17487,event_type 11
17487,event_type 15
17486,event_type 15
17485,event_type 20
17485,event_type 35
17484,event_type 15
17483,event_type 35
17483,event_type 34
17482,event_type 15
17482,event_type 11
17481,event_type 54
17481,event_type 15
17480,event_type 15
17479,event_type 35
17479,event_type 34
17478,event_type 11
17478,event_type 15
17477,event_type 11
17476,event_type 11
17475,event_type 23
17475,event_type 22
17475,event_type 11
17474,event_type 20
17474,event_type 35
17473,event_type 34
17473,event_type 35
17472,event_type 11
17471,event_type 11
17470,event_type 15
17469,event_type 35
17469,event_type 34
17468,event_type 34
17468,event_type 35
17467,event_type 35
17467,event_type 34
17466,event_type 34
17466,event_type 35
17465,event_type 15
17465,event_type 11
17465,event_type 15
17465,event_type 11
17464,event_type 35
17464,event_type 34
17463,event_type 23
17463,event_type 23
17462,event_type 35
17462,event_type 34
17461,event_type 11
17461,event_type 13
17460,event_type 15
17460,event_type 11
17459,event_type 18
17459,event_type 11
17459,event_type 13
17458,event_type 11
17457,event_type 11
17456,event_type 35
17456,event_type 34
17455,event_type 21
17454,event_type 11
17453,event_type 54
17453,event_type 11
17452,event_type 15
17451,event_type 34
17451,event_type 35
17451,event_type 11
17451,event_type 20
17450,event_type 11
17449,event_type 11
17448,event_type 11
17448,event_type 13
17447,event_type 15
17446,event_type 11
17445,event_type 23
17445,event_type 11
17445,event_type 22
17444,event_type 35
17443,event_type 15
17442,event_type 11
17441,event_type 11
17440,event_type 34
17440,event_type 35
17439,event_type 11
17438,event_type 15
17438,event_type 11
17437,event_type 34
17437,event_type 35
17436,event_type 15
17435,event_type 11
17434,event_type 11
17433,event_type 11
17432,event_type 15
17432,event_type 11
17431,event_type 11
17430,event_type 20
17430,event_type 34
17430,event_type 35
17429,event_type 34
17429,event_type 35
17428,event_type 34
17428,event_type 35
17427,event_type 11
17426,event_type 35
17426,event_type 34
17425,event_type 11
17425,event_type 15
17424,event_type 35
17424,event_type 34
17423,event_type 35
17423,event_type 34
17422,event_type 11
17421,event_type 15
17420,event_type 11
17420,event_type 54
17420,event_type 15
17419,event_type 11
17419,event_type 11
17418,event_type 35
17418,event_type 34
17417,event_type 35
17417,event_type 34
17416,event_type 11
17415,event_type 20
17414,event_type 15
17413,event_type 34
17412,event_type 35
17412,event_type 34
17411,event_type 54
17410,event_type 11
17409,event_type 13
17409,event_type 22
17409,event_type 14
17409,event_type 11
17408,event_type 34
17408,event_type 35
17407,event_type 34
17407,event_type 35
17406,event_type 11
17406,event_type 54
17406,event_type 15
17405,event_type 15
17404,event_type 34
17404,event_type 35
17403,event_type 35
17402,event_type 15
17401,event_type 35
17401,event_type 34
17400,event_type 11
17400,event_type 11
17399,event_type 34
17399,event_type 35
17398,event_type 35
17398,event_type 34
17397,event_type 23
17397,event_type 11
17397,event_type 23
17397,event_type 11
17396,event_type 11
17395,event_type 11
17394,event_type 35
17394,event_type 34
17393,event_type 11
17392,event_type 34
17392,event_type 35
17391,event_type 35
17391,event_type 34
17390,event_type 34
17389,event_type 11
17388,event_type 35
17388,event_type 34
17387,event_type 35
17386,event_type 11
17385,event_type 35
17385,event_type 34
17384,event_type 15
17383,event_type 11
17382,event_type 11
17381,event_type 15
17380,event_type 11
17379,event_type 11
17378,event_type 27
17378,event_type 10
17378,event_type 30
17377,event_type 11
17377,event_type 2
17376,event_type 11
17375,event_type 34
17375,event_type 35
17374,event_type 20
17373,event_type 34
17373,event_type 35
17372,event_type 34
17372,event_type 35
17371,event_type 14
