id,resource_type
1236,resource_type 4
1236,resource_type 8
1236,resource_type 4
1237,resource_type 8
1238,resource_type 2
1239,resource_type 2
1240,resource_type 8
1241,resource_type 8
1242,resource_type 2
1243,resource_type 2
1244,resource_type 2
1245,resource_type 8
1246,resource_type 8
1247,resource_type 8
1248,resource_type 7
1248,resource_type 8
1248,resource_type 6
1248,resource_type 4
1249,resource_type 2
1250,resource_type 2
1251,resource_type 8
1251,resource_type 8
1252,resource_type 8
1252,resource_type 2
1253,resource_type 8
1254,resource_type 2
1255,resource_type 8
1256,resource_type 8
1257,resource_type 8
1258,resource_type 8
1259,resource_type 8
1259,resource_type 2
1259,resource_type 8
1259,resource_type 2
1260,resource_type 2
1261,resource_type 2
1262,resource_type 8
1262,resource_type 6
1263,resource_type 2
1264,resource_type 2
1264,resource_type 8
1265,resource_type 2
1266,resource_type 2
1267,resource_type 8
1268,resource_type 2
1269,resource_type 8
1269,resource_type 8
1270,resource_type 2
1271,resource_type 2
1272,resource_type 8
1273,resource_type 2
1274,resource_type 2
1275,resource_type 8
1276,resource_type 8
1277,resource_type 8
1278,resource_type 6
1278,resource_type 8
1278,resource_type 6
1278,resource_type 8
1279,resource_type 2
1279,resource_type 2
1280,resource_type 8
1280,resource_type 2
1281,resource_type 2
1282,resource_type 2
1282,resource_type 8
1282,resource_type 2
1282,resource_type 8
1283,resource_type 2
1284,resource_type 8
1285,resource_type 2
1286,resource_type 8
1287,resource_type 2
1288,resource_type 2
1289,resource_type 2
1290,resource_type 2
1291,resource_type 8
1292,resource_type 2
1293,resource_type 2
1294,resource_type 6
1294,resource_type 8
1295,resource_type 8
1295,resource_type 4
1296,resource_type 8
1297,resource_type 2
1298,resource_type 8
1299,resource_type 8
1300,resource_type 7
1300,resource_type 2
1301,resource_type 2
1302,resource_type 2
1303,resource_type 8
1303,resource_type 4
1303,resource_type 2
1304,resource_type 8
1305,resource_type 8
1305,resource_type 8
1306,resource_type 2
1307,resource_type 2
1308,resource_type 2
1309,resource_type 8
1310,resource_type 8
1311,resource_type 2
1312,resource_type 2
1313,resource_type 8
1314,resource_type 8
1315,resource_type 2
1316,resource_type 8
1317,resource_type 8
1317,resource_type 8
1318,resource_type 8
1318,resource_type 2
1319,resource_type 8
1320,resource_type 8
1321,resource_type 9
1322,resource_type 8
1322,resource_type 8
1323,resource_type 2
1324,resource_type 7
1324,resource_type 8
1325,resource_type 2
1326,resource_type 8
1327,resource_type 8
1328,resource_type 2
1329,resource_type 8
1329,resource_type 6
1330,resource_type 8
1330,resource_type 8
1331,resource_type 8
1331,resource_type 8
1332,resource_type 8
1333,resource_type 2
1334,resource_type 7
1334,resource_type 8
1334,resource_type 4
1335,resource_type 8
1336,resource_type 2
1337,resource_type 2
1338,resource_type 2
1338,resource_type 8
1339,resource_type 8
1340,resource_type 2
1341,resource_type 2
1342,resource_type 7
1342,resource_type 8
1343,resource_type 2
1344,resource_type 8
1345,resource_type 8
1346,resource_type 8
1347,resource_type 2
1348,resource_type 3
1348,resource_type 8
1349,resource_type 8
1350,resource_type 8
1351,resource_type 2
1352,resource_type 8
1352,resource_type 2
1352,resource_type 4
1353,resource_type 2
1354,resource_type 2
1355,resource_type 2
1356,resource_type 8
1357,resource_type 2
1358,resource_type 2
1359,resource_type 2
1360,resource_type 2
1361,resource_type 2
1362,resource_type 8
1363,resource_type 8
1364,resource_type 2
1364,resource_type 2
1365,resource_type 2
1366,resource_type 4
1366,resource_type 8
1367,resource_type 8
1368,resource_type 8
1369,resource_type 2
1369,resource_type 2
1370,resource_type 8
1371,resource_type 8
1371,resource_type 8
1372,resource_type 2
1372,resource_type 8
1373,resource_type 8
1373,resource_type 8
1374,resource_type 2
1375,resource_type 2
1376,resource_type 8
1377,resource_type 8
1378,resource_type 8
1379,resource_type 4
1379,resource_type 7
1379,resource_type 2
1379,resource_type 6
1379,resource_type 8
1380,resource_type 8
1381,resource_type 8
1382,resource_type 8
1383,resource_type 8
1384,resource_type 8
1384,resource_type 8
1385,resource_type 2
1386,resource_type 6
1386,resource_type 8
1387,resource_type 2
1387,resource_type 2
1388,resource_type 2
1389,resource_type 9
1389,resource_type 2
1390,resource_type 8
1391,resource_type 8
1392,resource_type 2
1393,resource_type 7
1394,resource_type 8
1395,resource_type 8
1395,resource_type 8
1396,resource_type 2
1397,resource_type 2
1398,resource_type 8
1398,resource_type 8
1399,resource_type 8
1400,resource_type 2
1401,resource_type 8
1401,resource_type 8
1402,resource_type 8
1402,resource_type 2
1403,resource_type 2
1404,resource_type 2
1405,resource_type 2
1406,resource_type 2
1406,resource_type 8
1407,resource_type 2
1408,resource_type 2
1409,resource_type 8
1410,resource_type 2
1411,resource_type 8
1412,resource_type 2
1413,resource_type 2
1414,resource_type 2
1415,resource_type 8
1416,resource_type 2
1417,resource_type 8
1417,resource_type 8
1418,resource_type 8
1419,resource_type 2
1420,resource_type 4
1420,resource_type 6
1420,resource_type 8
1421,resource_type 8
1422,resource_type 2
1423,resource_type 8
1424,resource_type 2
1425,resource_type 8
1425,resource_type 8
1426,resource_type 8
1427,resource_type 8
1427,resource_type 2
1428,resource_type 8
1428,resource_type 8
1429,resource_type 8
1429,resource_type 2
1430,resource_type 8
1431,resource_type 8
1432,resource_type 2
1433,resource_type 2
1434,resource_type 2
1435,resource_type 8
1436,resource_type 2
1437,resource_type 8
1437,resource_type 8
1438,resource_type 8
1439,resource_type 8
1440,resource_type 8
1441,resource_type 8
1441,resource_type 2
1442,resource_type 2
1442,resource_type 8
1443,resource_type 2
1444,resource_type 8
1445,resource_type 2
1446,resource_type 2
1447,resource_type 2
1448,resource_type 8
1449,resource_type 2
1450,resource_type 2
1451,resource_type 8
1452,resource_type 8
1453,resource_type 8
1454,resource_type 2
1455,resource_type 8
1455,resource_type 2
1456,resource_type 8
1457,resource_type 2
1458,resource_type 2
1459,resource_type 8
1460,resource_type 2
1461,resource_type 8
1462,resource_type 2
1463,resource_type 2
1464,resource_type 8
1465,resource_type 8
1465,resource_type 8
1466,resource_type 2
1467,resource_type 8
1468,resource_type 2
1469,resource_type 2
1470,resource_type 10
1470,resource_type 6
1470,resource_type 8
1471,resource_type 8
1472,resource_type 2
1473,resource_type 8
1473,resource_type 8
1474,resource_type 8
1474,resource_type 8
1475,resource_type 4
1475,resource_type 7
1476,resource_type 2
1477,resource_type 8
1478,resource_type 2
1479,resource_type 8
1480,resource_type 2
1481,resource_type 8
1482,resource_type 2
1483,resource_type 6
1483,resource_type 4
1483,resource_type 8
1484,resource_type 2
1485,resource_type 8
1486,resource_type 2
1487,resource_type 8
1488,resource_type 2
1489,resource_type 2
1490,resource_type 2
1491,resource_type 8
1492,resource_type 8
1493,resource_type 8
1494,resource_type 8
1495,resource_type 8
1496,resource_type 8
1497,resource_type 8
1498,resource_type 8
1499,resource_type 2
1500,resource_type 8
1501,resource_type 2
1502,resource_type 2
1503,resource_type 2
1504,resource_type 2
1505,resource_type 8
1506,resource_type 2
1507,resource_type 8
1508,resource_type 8
1509,resource_type 2
1510,resource_type 2
1511,resource_type 2
1512,resource_type 2
1513,resource_type 8
1514,resource_type 2
1515,resource_type 8
1515,resource_type 8
1516,resource_type 2
1517,resource_type 2
1518,resource_type 2
1519,resource_type 2
1520,resource_type 8
1520,resource_type 8
1521,resource_type 9
1521,resource_type 9
1522,resource_type 8
1523,resource_type 8
1524,resource_type 2
1525,resource_type 7
1525,resource_type 8
1526,resource_type 8
1526,resource_type 7
1526,resource_type 2
1527,resource_type 8
1528,resource_type 8
1529,resource_type 8
1529,resource_type 4
1530,resource_type 8
1531,resource_type 2
1532,resource_type 8
1533,resource_type 2
1534,resource_type 2
1535,resource_type 8
1536,resource_type 8
1536,resource_type 8
1537,resource_type 2
1538,resource_type 7
1539,resource_type 9
1539,resource_type 3
1540,resource_type 8
1541,resource_type 2
1542,resource_type 2
1543,resource_type 8
1544,resource_type 2
1545,resource_type 8
1545,resource_type 8
1546,resource_type 7
1546,resource_type 8
1546,resource_type 7
1546,resource_type 8
1547,resource_type 2
1548,resource_type 8
1549,resource_type 2
1550,resource_type 8
1551,resource_type 8
1552,resource_type 2
1553,resource_type 8
1554,resource_type 2
1555,resource_type 8
1556,resource_type 8
1557,resource_type 2
1558,resource_type 2
1559,resource_type 2
1560,resource_type 2
1560,resource_type 2
1561,resource_type 2
1562,resource_type 2
1563,resource_type 8
1564,resource_type 2
1565,resource_type 2
1566,resource_type 8
1567,resource_type 2
1568,resource_type 8
1569,resource_type 2
1569,resource_type 8
1570,resource_type 8
1570,resource_type 8
1571,resource_type 2
1572,resource_type 2
1573,resource_type 8
1574,resource_type 8
1575,resource_type 2
1576,resource_type 2
1576,resource_type 2
1577,resource_type 2
1578,resource_type 2
1579,resource_type 8
1580,resource_type 2
1581,resource_type 8
1582,resource_type 2
1583,resource_type 8
1584,resource_type 2
1585,resource_type 2
1586,resource_type 8
1587,resource_type 2
1588,resource_type 8
1589,resource_type 8
1590,resource_type 8
1591,resource_type 8
1592,resource_type 2
1593,resource_type 2
1593,resource_type 8
1594,resource_type 2
1595,resource_type 8
1596,resource_type 8
1597,resource_type 8
1598,resource_type 8
1599,resource_type 8
1599,resource_type 2
1600,resource_type 8
1601,resource_type 8
1602,resource_type 8
1603,resource_type 8
1604,resource_type 2
1605,resource_type 2
1606,resource_type 2
1607,resource_type 8
1608,resource_type 8
1609,resource_type 8
1609,resource_type 8
1610,resource_type 2
1611,resource_type 8
1612,resource_type 8
1613,resource_type 8
1614,resource_type 2
1615,resource_type 8
1616,resource_type 8
1616,resource_type 5
1616,resource_type 2
1617,resource_type 2
1618,resource_type 2
1618,resource_type 8
1619,resource_type 9
1619,resource_type 3
1619,resource_type 8
1620,resource_type 8
1620,resource_type 8
1621,resource_type 8
1622,resource_type 2
1623,resource_type 2
1624,resource_type 8
1624,resource_type 8
1625,resource_type 7
1626,resource_type 2
1627,resource_type 2
1628,resource_type 2
1629,resource_type 2
1630,resource_type 8
1631,resource_type 8
1632,resource_type 2
1633,resource_type 7
1633,resource_type 8
1634,resource_type 2
1635,resource_type 8
1636,resource_type 2
1637,resource_type 8
1638,resource_type 2
1639,resource_type 2
1640,resource_type 2
1641,resource_type 2
1642,resource_type 8
1642,resource_type 8
1643,resource_type 8
1644,resource_type 8
1644,resource_type 9
1645,resource_type 8
1646,resource_type 8
1647,resource_type 8
1648,resource_type 2
1649,resource_type 8
1650,resource_type 8
1651,resource_type 2
1651,resource_type 2
1652,resource_type 8
1652,resource_type 8
1653,resource_type 2
1654,resource_type 2
1655,resource_type 2
1655,resource_type 2
1656,resource_type 2
1657,resource_type 2
1658,resource_type 2
1659,resource_type 2
1660,resource_type 2
1661,resource_type 2
1662,resource_type 8
1662,resource_type 2
1663,resource_type 2
1664,resource_type 2
1665,resource_type 8
1666,resource_type 8
1667,resource_type 8
1668,resource_type 8
1668,resource_type 6
1668,resource_type 7
1668,resource_type 4
1669,resource_type 2
1669,resource_type 2
1670,resource_type 8
1671,resource_type 8
1672,resource_type 2
1673,resource_type 2
1674,resource_type 7
1674,resource_type 8
1675,resource_type 2
1676,resource_type 8
1676,resource_type 6
1676,resource_type 8
1676,resource_type 6
1677,resource_type 2
1678,resource_type 2
1679,resource_type 2
1680,resource_type 8
1681,resource_type 2
1682,resource_type 2
1683,resource_type 8
1684,resource_type 6
1685,resource_type 8
1686,resource_type 8
1686,resource_type 8
1687,resource_type 2
1688,resource_type 8
1689,resource_type 6
1689,resource_type 8
1690,resource_type 2
1691,resource_type 2
1692,resource_type 8
1693,resource_type 8
1694,resource_type 8
1694,resource_type 6
1695,resource_type 2
1696,resource_type 2
1697,resource_type 2
